Id,Label
312,Harold
313,Jeffrey Jeffrey
314,Winebare
315,Makepeace
316,Nazrilof
317,Rebeke
318,Red Young
319,Sebruki
320,Silence
321,Solemnity Divine
322,Theopolis
323,Thomos
324,Tobias
325,Truth-Is-Waiting
326,William Ann
327,William Montane
328,Zeal
329,Zellion
333,Abrem
334,Adawathwyn
335,Daal
336,Aledin
337,Alendi
338,Alernath
339,Allik
340,Alloran
341,Allri
342,Allriandre
343,Allrianne
344,Amaranta
345,Annarel
346,Antillius
347,Ape
348,Aradan
349,Aramine
350,Arbitan
351,Ardous
352,Arintol
353,Armal
354,Arriev
355,Ashweather
356,Aslydin
358,Audil
359,Augustin
360,Aunt Gin
361,Ausdenec
362,Aving
363,B. Sablerfils
364,Bahmen
365,Barl
366,Basin
367,Bastien
368,Bedes
369,Beldre
370,Ben
371,Bendal
372,Bennitson
373,Bevidon
374,Bilg
375,Bilmy
376,Blantach
377,Bleaker
378,Blinker
379,Blome
380,Bloody Tan
381,Bookers
382,Boris
383,Braches
384,Brettin
385,Brill
386,Buissonommes
387,Burl
388,Burlow
389,Cabe
390,Caberel
391,Cadon
1028,Cali
393,Call
1031,Callins
395,Camon
396,Carlee
397,Carmine
398,Cassileux
399,Chapaou
400,Chapmot
401,Charrs
402,Chip
403,Cimines
404,Cladent
405,Claude
406,Cled
407,Clotide
1044,Cob
409,Cobble
410,Conrad
411,Copper Strangler
412,Cosahn
413,Coussaint
414,Crenda
415,Crews
416,Culee
417,Daius
418,Dao
419,Darkwater
420,Darlin
421,Darm
422,Darriance
423,Dashir
424,Daughnin
425,Dean
426,Dechamp
427,Dechane
428,Dedri
429,Deluse
430,Demmy
478,Demoux
432,Dent
433,Destra
434,Detor
435,Devinshae
436,Devlin
437,Dilisteni
438,Dims
439,Disten
440,Dlavil
441,Dockson
442,Donal
443,Donny
444,Donton
445,Dorise
446,Douglas
447,Dowser
448,Drapen
449,Drawers
450,Drenya
451,Drewton
452,Dridel
453,Drim
454,Druffel
455,Dug
456,Dukaler
457,Dumad
458,Dupon
459,Durkel
460,Durn
461,Durton
462,Edgard
463,Edip
464,Edwarn
465,Elend
466,Eliza
467,Elizandra
468,Elors
469,Embrier
470,Eriola
471,Evenstrom
472,Bin
473,Fatren
474,Fedik
475,Fedre
476,Fedren
477,Feldeu
479,Penrod
480,FhorKood
481,Fialia
482,Fion
483,Flavine
484,Flen
485,Flog
486,Florin
487,Forch
488,Forgeron
489,Franis
490,Franson
491,Fronks
492,Gabria
493,Galabris
494,Galivan
495,Gallingskaw
496,Garisel
497,Garv
498,Garven
499,Gemdwyn
500,Gemmel
501,Genedere
502,Geormin
503,Getruda
504,Getrue
505,Gneorndin
506,Goradel
507,Gord
508,Gorglen
509,Granite
510,Granks
511,Gregr
512,Grent
513,Guillian
514,Haddek
515,Hammond
516,Handerwym
517,Hanlanaze
518,Harathdal
519,Hardren
520,Haridan
521,Harmon
522,Harrisel
523,Haws
524,Heberen
525,Helenntion
526,Herve
527,Hettel
528,Hilde
529,Hinston
530,Hobart
531,Hoselle
532,Hrud
533,Hughes
534,HunFoor
535,Idashwy
536,Idkwyl
537,Idren
538,Inis
539,Irich
540,Isabaline
541,Jackstom
542,Jadendwyl
543,Jak
544,Jammi
545,Jamms
546,Jan Ven
547,Janarle
548,Jarloux
549,Jarrington
550,Jasten
551,Jastes
552,Jaston
553,Javie
554,Javier
555,Javies
556,Jaxy
557,Jed
558,Jedal
559,Jeffy
560,Jell
561,Jendel
562,Jendellah
563,Jennid
564,Jess
565,Johnst
567,Jone
568,Jonnes
569,Jordis
570,Joshin
571,Jub
572,Kale
573,KanPaar
574,Kar
575,Kareien
576,Kath
577,Kelesina
578,Kellen
579,Kelsier
580,Kessi
581,KeSun
582,Kevoux
583,Kinaler
584,Kip
585,Kliss
586,Krent
587,Kurdon
588,Kwaan
589,Kwashim
590,Kyndlip
591,Farthing
592,Faula
593,Gardre
594,Lavont
595,Lentin
596,Mulgrave
597,Patresen
598,ZoBell
599,Laird
600,Landre
1351,Larn
602,Larskpur
603,LeeMar
604,Lellin
605,Leras
606,Lesan
607,Lily
608,Limmi
609,Barrington
610,Erikell
611,Habren
612,Hue
613,Steming
614,Stenet
615,Lyndip
616,Macil
617,Madam
618,Mailey
619,Maindew
620,Maraga
621,Marasi
622,Maraya
623,Mardra
624,Mare
625,Margel
626,Mari
627,Marksman
628,Marsh
629,Marthin
630,Mathingdaw
631,Matieu
632,Maurin
633,Maxillium
634,MeLaan
635,Melend
636,Mennis
637,Mereline
638,Mi'chelle
639,Midge
640,Migs
641,Mikaff
642,Miklin
643,Milen
644,Miles
645,Milev
646,Mirabell
647,Misra
648,Grimes
649,Halex
650,Modicarm
651,Hutchen
652,Nock
653,Murnbru
654,Mustaches
655,Nicelle
656,Nikolin
657,Noorden
658,Nouxil
659,Olid
660,Olin
661,OreSeur
662,Paalm
663,Paclo
664,Pars
665,Penelope
666,Peret
667,Peterus
668,Petrine
669,Philen
670,Pielle
671,Quellion
672,Rame
673,Ranette
674,Rashek
675,Razal
676,Redalevin
677,Redd
678,Reddi
679,Reen
680,ReLuur
681,Remin
682,Remmingtel
683,Rene
684,Replar
685,Reshelle
687,Rian
688,Rick
689,Rindel
690,Rittle
691,Rudd
692,Ruddy
693,Ruri
694,Rusko
695,Salmen
696,Sazed
697,Schrib
698,Selvest
699,Vindel
700,Sertes
701,Sev
702,Shan
703,Shayna
704,Shewrman
705,Shum
706,Sindren
707,Squeekins
708,Skiff
709,Slink
710,Slowswift
711,Sophi
712,Spanky
713,Spook
714,Stagin
715,Stanoux
716,Stansi
717,Stanton
718,Stase
719,Staxles
720,Stefan
721,Steris
722,Straff
723,Svel
724,Tabaar
725,Taraco
726,Tark
727,TarKavv
728,Tarson
729,Tase
730,Tathed
731,Taudr
732,Tawnson
733,Tegas
734,Telden
735,Tellingdwar
736,Telsin
737,Temadre
738,Templeton
739,TenSoon
740,Tepper
741,Terion
742,Terri
743,Teur
744,Teven
745,Tevidian
746,Themos
747,Theron
748,Thomton
749,Three-Tooth
750,Thurts
751,Tillaume
752,Tim
753,Tindwyl
754,Tobal
755,Trap
757,Tren-Pedri
758,Trendalan
759,Trentison
760,Trevva
761,Triss
762,Troalin
763,Troubeld
764,Tyden
765,Ulaam
766,Ulef
767,Urdree
768,Valette
769,Varlance
770,VarSell
771,Vedlew
772,Vedzan
773,VenDell
774,Vennis
775,Vent
1758,Vet
777,Vila
778,Vin
779,Vwafendal
780,Walin
781,Wax
782,Waxillium
783,Wayne
784,Wednegon
785,Wellen
786,Wellid
787,Wells
788,Cett
789,Wilhelmette
790,Winsting
791,Yancey
792,Yeden
793,Yestal
794,Ytves
795,Yulip
796,Zane
797,Aonic
798,Arelene
799,Dula
800,Dulas
921,Wit
922,Hoid
923,Abaray
924,Abiajan
925,Abrial
926,Abrobadar
927,Abronai
928,Abry
929,Acis
930,Adin
931,Adis
932,Adolin
933,Adrotagia
934,Aesudan
935,Agil
936,Aharat
937,Ala
938,Alabet
939,Aladar
940,Alai
941,Alakavish
942,Alalan
943,Alalhawithador
944,Alavah
945,Alaward
946,Alaxia
947,Alazansi
948,Alds
949,Alezarv
950,Ali-daughter-Hasweth
951,Alili
952,Alim
953,Allahn
954,Alstben
955,Altoki
956,Alvettaren
957,Amark
958,Ambrian
959,Amuna
960,Ana
961,Anesa
962,Apara
963,Aqqu
964,Arafik
965,Aratin
966,Archinal
967,Arclomedarian
968,Aric
969,Arik
970,Arshqqam
971,Artmyrn
972,Ashelem
973,Ashertmarn
974,Ashir
975,Ashlv
976,Ashno
977,Asthta-daughter-Methista
978,Au-lam
979,Au-nak
980,Auxiliary
981,Av
982,Avado
983,Avarak
984,Avaran
985,Avena
986,Axies
987,Axikk
988,Ba-Ado-Mishram
989,Badali
990,Balat
991,Balsas
992,Barm
993,Barmest
994,Bashin
995,Battar
996,Bavamar
997,Baxil
998,Beal
999,Beautiful Song
1000,Kasitor
1001,Beld
1002,Bendthel
1003,Benneh
1004,Beryl
1005,Betha
1006,Bethab
1007,Bettam
1008,Beznk
1009,Bidlel
1010,Bila
1011,Bisig
1012,Blended
1013,Bluth
1014,Bordin
1015,Borea
1016,Boriar
1017,Brekv
1018,Brianlia
1069,Morakotha
1020,Seveks
1021,Bru
1022,Bussik
1023,Cabine
1024,Cadilar
1025,Caeb
1026,Cael
1027,Caelinora
1029,Calinam
1030,Caller of Springs
1032,Caull
1033,Cenn
1034,Chanada
1035,Chananar
1036,Chanarach
1037,Chanasha
1038,Chanrm
1039,Chemoarish
1040,Chilinko
1041,Chiri-Chiri
1042,Chivi
1043,Cleft-chin
1045,Coldwin
1046,Colot
1047,Condwish
1048,Corberon
1049,Cord
1050,Coreb
1051,Corl
1052,Cormshen
1053,Corvana
1054,Creer
1055,Cressa
1056,Cusicesh
1057,Cyn
1058,Da
1059,Dabbid
1060,Dai-Gonarthis
1061,Dakhnah
1062,Dalar
1063,Dali
1064,Dalinar
1065,Blackthorn
1066,Dalksi
1067,Dallet
1068,Dandos
1070,Darcira
1071,Davim
1072,Deedanor
1073,Deeli
1074,Delgo
1075,Delp
1076,Dem
1077,Demid
1078,Den
1079,Denshil
1080,Derethil
1081,Design
1082,Devi
1083,Devmrh
1084,Dialectur
1085,Dianil
1086,Dieno
1087,Dilid
1088,Dod
1089,Dok
1090,Dolimid
1091,Dor
1092,Dorolin
1093,Dovcanti
1094,Dreaming-though-Awake
1095,Dreder
1096,Drehy
1097,Drlwan
1098,Droz
1099,Dru
1100,Dukar
1101,Dul
1102,Dunny
1103,Durk
1104,Durnash
1105,Dym
1106,Ekel
1107,El
1108,Eleseth
1109,Elhokar
1110,Elit
1111,Ellista
1112,Elthebar
1113,En
1114,Epinar
1115,Eranniv
1116,Eshava
1117,Eshonai
1118,Eshu
1119,Essu
1120,Estnatil
1121,Eth
1122,Ethid
1123,Evi
1124,Evinor
1125,Evod
1126,Extes
1127,Eylita
1128,Fabrisan
1129,Falilar
1130,Falksi
1131,Fari
1132,Faridai
1133,Febin
1134,Febrth
1135,Fen
1136,Fia
1137,Fiksin
1138,Fimkn
1139,Fin
1140,Fisk
1141,Fladm
1142,Fleet
1143,Fleeta
1144,Flend
1145,Gabrathin
1146,Gadol
1147,Galan
1148,Galid
1149,Gallam
1150,Gallant
1151,Gangnah
1152,Gare
1153,Gashash-son-Navammis
1154,Gavam
1155,Gavarah
1156,Gavashaw
1157,Gavilar
1158,Gavinor
1159,Gavri
1160,Gaz
1161,Gen
1162,Geranid
1163,Gereh
1164,Geved
1165,Gevelmar
1166,Ghenna
1167,Gift
1168,Gitgeth
1169,Glurv
1170,Glys
1171,Godeke
1172,Gol
1173,Golombi
1174,Gom
1175,Gor
1176,Goshel
1177,Graves
1178,Gregorh
1179,Grund
1180,Gu
1181,Gub
1182,Guff
1183,Gulastis
1184,Guvlow
1185,Gvori
1186,Hab
1187,Habatab
1188,Habrin
1189,Habsant
1190,Hadinar
1191,Halad
1192,Halam
1193,Hallaw
1194,Hamadin
1195,Hamaradin
1196,Hamel
1197,Hammie
1198,Hanavanar
1199,Harel
1200,Hariel
1201,Harkaylain
1202,Harl
1203,Harth
1204,Harvo
1205,Hasavah
1206,Hashal
1207,Hasheh
1208,Hatham
1209,Hathan
1210,Hauka
1211,Hav
1212,Havar
1213,Havarah
1214,Havrom
1215,Hawin
1216,Heb
1217,Helaran
1218,Helt
1219,Hem
1220,Hema-Dak
1221,Hesh
1222,Hesina
1223,Hessi
1224,Hid
1225,Hmalka
1226,Hnanan
1227,Hobber
1228,Horinar
1229,Hrdalm
1230,Huio
1231,Huisi
1232,Huqin
1233,Husal
1234,Ialai
1235,Ico
1236,Idani
1237,Idolir
1238,Idrin
1239,Ilamar
1240,Inabar
1241,Inadara
1242,Inkima
1243,Innia
1244,Insah
1245,Invia
1246,Isabi
1247,Isan
1248,Isasik
1249,Ishal
1250,Ishar
1251,Ishikk
1252,Ishnah
1253,Isom
1254,Istow
1255,Ithi
1256,Ivanar
1257,Ivis
1258,Ivory
1259,Ixil
1260,Ixsix
1261,Iyalid
1262,Iyatil
1263,Jakamav
1264,Jaks
1265,Jal
1266,Jali
1267,Janala
1268,Jarel
1269,Jasalai
1270,Jasnah
1271,Javih
1272,Jaxlim
1273,Jayla
1274,Jeber
1275,Jeksonofnone
1276,Jenet
1277,Jenin
1278,Jerono
1279,Jeshishin
1280,Jest
1281,Jevena
1282,Jezrien
1283,Jial
1284,Jin
1285,Jix
1286,Jochi
1287,Jom
1288,Jor
1289,Joret
1290,Jorna
1291,Joshor
1292,Jost
1293,Jushu
1294,Ka
1295,Kabsal
1296,Kadash
1297,Kai-garnis
1298,Kaladin
1299,Kalak
1300,Kalami
1301,Kalana
1302,Kalanor
1303,Kalishor
1304,Kara
1305,Karavaniga
1306,Karm
1307,Kasimarlix
1308,Katarotam
1309,Kaves
1310,Kaza
1311,Kazilah
1312,Kdralk
1313,Ked
1314,Kef'ha
1315,Kelerand
1316,Khav
1317,Khem
1318,Khen
1319,Kheni
1320,Ki
1321,Klade
1322,Klisn
1323,Kmakl
1324,Kmakra
1325,Koen
1326,Koolf
1327,Koorm
1328,Korabet
1329,Korater
1330,Koravari
1331,Kristir
1332,Kryst
1333,Kstled
1334,Kuma'tiki
1335,Kuno
1336,Kusiri
1337,Kwati
1338,Kylrm
1339,Kyril
1340,Ladent
1341,Alami
1342,Lahar
1343,Lakin
1344,Lalai
1345,Lamaril
1346,Lanacin
1347,Lani
1348,Laral
1349,Laran
1350,Laresh
1352,Ledder
1353,Leef
1354,Leshwi
1355,Leven
1356,Levrin
1357,Leyten
1358,Lezian
1359,Lhan
1360,Lhanin
1361,Lift
1362,Liganor
1363,Lin
1364,Lirin
1365,Liss
1366,Litima
1367,Loats
1368,Lomard
1369,Lond
1370,Longbrow
1371,Longshadow
1372,Lopen
1373,Vamah
1374,Lorain
1375,Luesh
1376,Lusintia
1377,Lustow
1378,Luten
1379,Lyn
1380,Lyndel
1381,Lyon
1382,Ma
1383,Maben
1384,Macob
1385,Madasa
1386,Maib
1387,Makal
1388,Makh
1389,Makkek
1390,Malad-son-Zent
1391,Malal
1392,Malan
1393,Malasha
1394,Malata
1395,Malchin
1396,Malise
1397,Malli
1398,Malop
1399,Manaline
1400,Maps
1401,Mara
1402,Marakal
1403,Maratham
1404,Marf
1405,Marks
1406,Marni
1407,Marri
1408,Mart
1409,Martra
1410,Masha-daughter-Shaliv
1411,Masly
1412,Matain
1413,Maxin
1414,Mayalaran
1415,Mazish
1416,Mederia
1417,Meirav
1418,Mel
1419,Mela
1420,Melali
1421,Meleran
1422,Melishi
1423,Melu
1424,Mem
1425,Amaram
1426,Meridas
1427,Merit
1428,Mesh
1429,Miasal
1430,Mik
1431,Mikaim
1432,Mil
1433,Miliv
1434,Mill
1435,Milp
1436,Minara
1437,Ministara
1438,Mintez
1439,Mishinah
1440,Mizthla
1441,Moash
1442,Moelach
1443,Molinar
1444,Moratel
1445,Mord
1446,Mosaic
1447,Motif
1448,Mraize
1449,Mrall
1450,Mrun
1451,Mungam
1452,Mura
1453,Muri
1454,Murk
1455,Myalmr
1456,Nacomb
1457,Nafti
1458,Naget
1459,Nakal
1460,Naladan
1461,Nalanar
1462,Nale
1463,Nalem
1464,Nall
1465,Nalma
1466,Nam
1467,Namar
1468,Nananav
1469,NanHar
1470,Nanhel
1471,Nan
1472,Narm
1473,Nashan
1474,Natam
1475,Natata
1476,Natem
1477,Natir
1478,Navani
1479,Navar
1480,Naze-daughter-Kuzodo
1481,Ned
1482,Nem
1483,Nergaoul
1484,Neshan
1485,Neteb
1486,Neturo-son-Vallano
1487,New kid
1488,Niali
1489,Night Known
1490,Nightwatcher
1491,Nikliasorm
1492,Nissiqqan
1493,Nistar
1494,Niter
1495,Nlan
1496,Nlent
1497,Nohadon
1498,Norby
1499,Noril
1500,Noromin
1501,Notum
1502,Noura
1503,Lunamor
1504,Rock
1505,Omal
1506,Oolelen
1507,Ornament
1508,Oroden
1509,Pai
1510,Pailiah
1511,Pal
1512,Paladar
1513,Palona
1514,Pama
1515,Pandri
1516,Pattern
1517,Pedin
1518,Peet
1519,Perel
1520,Perethom
1521,Phendorana
1522,Pitt
1523,Placini
1524,Plamry
1525,Pleadix
1526,Pluv
1527,Punio
1528,Puuli
1529,Raboniel
1530,Radathavian
1531,Raksha
1532,Ral
1533,Ral-na
1534,Ralinor
1535,Raninor
1536,Rayse
1537,Re-Shephir
1538,Redin
1539,Reesh
1540,Relador
1541,Relina
1542,Relis
1543,Rem
1544,Remala
1545,Rembrinor
1546,Ren
1547,Renarin
1548,Rencalt
1549,Reral
1550,Resi
1551,Revilar
1552,Reya
1553,Rez
1554,Riah
1555,Rial
1556,Rien
1557,Rill
1558,Rilla
1559,Rillir
1560,Rin
1561,Rind
1562,Rine
1563,Ristina
1564,Rlain
1566,Roion
1567,Ron
1568,Rothan
1569,Rua
1570,Ruli
1571,Rushu
1572,Rushur
1573,Rust
1574,Ruthar
1575,Rysn
1576,Sadees
1577,Sah
1578,Sakin
1579,Sakisa
1580,Salinor Eved
1581,Sani
1582,Savrahalidem
1583,Scrak
1584,Screech
1585,Sebasinar
1586,Seeli
1587,Sekeir
1588,Seland
1589,Senne
1590,Serugiadis
1591,Shaday
1592,Shalash
1593,Shallan
1594,Veil
1595,Radiant
1596,Shar
1597,Sharefel
1598,Shauka-daughter-Hasweth
1599,She Who Dreams
1600,Sheler
1601,Shim
1602,Shob
1603,Shoren
1604,Shuanor
1605,Shubalai
1606,Shubreth-son-Mashalan
1607,Shumin
1608,Si
1609,Sibling
1610,Sidin
1611,Sigzil
1612,Simol
1613,Sinaku'a
1614,Sinbian
1615,Sivi
1616,Sja-anat
1617,Skar
1618,Smolderbrand
1619,Smta
1620,Snoxil
1621,Sot
1622,Spark
1623,Star
1624,Stargyle
1625,Stine
1626,Stormfather
1627,Sudi
1628,Sullik
1629,Suna
1630,Sureblood
1631,Syasikk
1632,Sylphrena
1633,Syl
1634,Szeth
1635,Tadet
1636,Taffa
1637,Tag
1638,Tai
1639,Taka
1640,Talak
1641,Talanah
1642,Talanan
1643,Talanor
1644,Talata
1645,Talatin
1646,Taleb
1647,Talenel
1648,Talik
1649,Tallan
1650,Talnah
1651,Tanalan
1652,Tanavast
1653,Tarah
1654,Taran
1655,Taravangian
1656,Tarilar
1658,Taselin
1659,Tashlin
1660,Tasinar
1661,Tavinar
1662,Tearim
1663,Teft
1664,Teleb
1665,Telesh
1666,Tenathar
1667,Teofil
1668,Terith
1669,Terxim
1670,Teshav
1671,Testament
1672,Thakka
1673,Thanadal
1674,Thaspic
1675,Thresh-son-Esan
1676,Thude
1677,Tibon
1678,Tien
1679,Tifandor
1680,Tifi
1681,Tift
1682,Tigzikk
1683,Timbre
1684,Tinalar
1685,Tiqqa
1686,Tisark
1687,Tivbet
1688,Tlik
1689,Toh
1690,Tomor
1691,Toorim
1692,Toral
1693,Sadeas
1694,Roshone
1695,Toralin
1696,Toravi
1697,Torfin
1698,Tormas
1699,Tozbek
1700,Traxil
1701,Treff
1702,Tsa
1703,Tshadr
1704,Tuaka
1705,Tukks
1706,Tumi
1707,Tumul
1708,Turash
1709,Sebarial
1710,Turinad
1711,Turlm
1712,Tusa
1713,Tvlakv
1714,Ty
1715,Tyn
1716,Ua'pam
1717,Ulim
1718,Ulina
1719,Ulvlk
1720,Unativi
1721,Unoqua
1722,Ur
1723,Urad
1724,Urialin
1725,Uriam
1726,Urian
1727,Urimil
1728,Urv
1729,Uscri
1730,Vaceslv
1731,Vai
1732,Vaiu
1733,Valam
1734,Valama
1735,Vandonas
1736,Varala
1737,Varanis
1738,Varas
1739,Vardinar
1740,Varnali
1741,Varth
1742,Vartian
1743,Vathah
1744,Vathe
1745,Vatwha
1746,Vazrmeb
1747,Ved
1748,Vedekar
1749,Vedel
1750,Velalant
1751,Velat
1752,Velinar
1753,Ven
1754,Venan
1755,Venli
1756,Veratorim
1757,Vespan
1759,Vevanara
1760,Vevidar
1761,Vexil
1762,Vldgen
1763,Vlxim
1764,Vod
1765,Vono
1766,Vrandl
1767,Vratim
1768,Vstim
1769,Waber
1770,Warren
1771,Wikim
1772,Winnow
1773,Wistiow
1774,Wmlak
1775,Word of Deeds
1776,Wvlan
1777,WyndleF
1778,Wzmal
1779,Yake
1780,Yalb
1781,Yanagawn
1782,Yara
1783,Yelamaiszin
1784,Yelig-nar
1785,Yenev
1786,Yezriar
1787,Yis
1788,Yix
1789,Yixli
1790,Ym
1791,Yokska
1792,Yonatan
1793,Yunfah
1794,Yushah
1795,Yustara
1796,Zandiel
1797,Zedzil
1798,Zeheb
1799,Zen-daughter-Vath
1800,Zendid
1801,Zetah
1802,Zuln
1803,Zyardil
1804,Yumi
1805,Nikaro
1806,Painter
1807,Liyun
1808,Akane
1809,Tojin
1810,Masaka
1811,Izzy
